Procédure,Catégorie,DateDePublication,Référence,Objet,AcheteurPublic,LieuDexécution,link,EXTRAIT_DE_PV
AOO ...,Services,26/01/2024,135/2023,Objet : Contrôle de la qualité des travaux par un laboratoire pour les projets : Lot 1 : «Travaux de réalisation des ouvrages de rétention pluviaux 1ère tranche»; Lot 2 :« Travaux de mise à niveau et extension de la STEP ...,Acheteur public : REGIE AUTONOME MULTI - SERVICES D'AGADIR,Wilaya d'Agadir Ida Outanane,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771442&orgAcronyme=g3h,
AOO ...,Services,26/01/2024,134/2023,Objet : Assistance technique pour le suivi des projets : Lot 1 : « Travaux de réalisation des ouvrages de rétention pluviaux 1ère tranche » ; Lot 2: « Travaux de réalisation de la station de pompage SP MZ1 ». ...,Acheteur public : REGIE AUTONOME MULTI - SERVICES D'AGADIR,Wilaya d'Agadir Ida Outanane,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771440&orgAcronyme=g3h,"RAMSA-EN-PS1 1-13
Royaume du Maroc
Régie Autonome Multi-Services d’Agadir
Extrait du procés-verbal de la séance de l’Appel d’offres
n°134/2023
Objet: Assistance technique pour le suivi des projets :
Lot 1 : « Travaux de réalisation des ouvrages de rétention pluviaux lére tranche » ;
Lot 2: « Travaux de réalisation de la station de pompage SP MZ1 ».
Maitre d'ouvrage: Régie Autonome Multi-Services d’Agadir
Date d'ouverture des plis: 27/12/2023
Lieu d'ouverture des plis: Siége de la RAMSA
Journal ou journaux ayant publié l'avis de publicité : Le Matin Du Sahara, Alitihad Alichtiraki,
du 05/12/2023 et avis rectificatif du 11/12/2023
Date de publication au portail des marchés publics: 05/12/2023
Autres sites électroniques de publication de l'avis : le site web de la RAMSA.
Liste des concurrents ayant déposé leurs plis:
1. MITEC (Lot 1)
2. AR2E INGENIERIE (Lot 1 et 2)
3. SUD INFRA (Lot 2)
4. MINWAY GLOBAL SERVICES (Lot 2)
5. SAFED (Lot 2)
6. CAD INGENIERIE (Lot 1 et 2)
7. HYDROFILE (Lot 1 et 2)
8. WAMAN CONSULTING (Lot | et 2)
9. RAMA INGENIERIE ET CONSEIL (Lot 1 et 2)
10. BETA ETUDES (Lot 1 et 2)
11. MAROC D’EAU (Lot 1 et 2)
12. PERFORMANCE OPTIMISATION QUALITE (Lot 1 et 2)
13. BTP CONSULTING (Lot | et 2)
Liste des concurrents écartés 4 l'issue de l'examen des dossiers administratifs et
techniques:
1. WAMAN CONSULTING (Lot | et 2)
2. PERFORMANCE OPTIMISATION QUALITE (Lot 2)
Liste des concurrents admis sans réserve:
1. MITEC (Lot 1)
2. AR2E INGENIERIE (Lot | et 2)
3. SUD INFRA (Lot 2)
4. MINWAY GLOBAL SERVICES (Lot 2)
5. SAFED (Lot 2)
6. HYDROFILE (Lot | et 2)
7. RAMA INGENIERIE ET CONSEIL (Lot 1 et 2)
8. BETA ETUDES (Lot | et 2)
9. MAROC D’EAU (Lot 1 et 2)
10. PERFORMANCE OPTIMISATION QUALITE (Lot 1)
11. BTP CONSULTING (Lot | et 2)
Liste des concurrents admis avec réserve:
1. CAD INGENIERIE (Lot | et 2)
AO 134/2023 : Extrait du PV f- |
‘ RAMSA-EN-PS11-13
: Montant des actes d'engagement des concurrents:
comment TTC
oncurrens ‘engagemen engagemen
LOT 1 TTC LOT me
MITEC 359 640,00 peace deena
AR2E INGENIERIE 346 500,00 641 025,00
SUDINFRAW | 651 600,00
MINWA Y OBA
SAFED Po 636 000,00
HYDROFILE 360 900,00 663 003,00
RA A IN N R
| RAT CONSEIL | 349 800,00 640 800,00
BETA ETUDES 349 200,00 639 360,00
MAROC D’EAU 350 400,00 657 600,00
PERFORMAN
OPTIMISATION 346 680,00 a
QUALITE
BTP CONSULTING 349 200,00 646 020,00
CAD INGENIERIE 342 000,00 632 700,00
Liste des concurrents écartés:
— Néant.
Concurrent retenu :
Lot 1:
MAROC D’EAU 350 400,00
Lot 2:
[ SUDINFRA 651 600,00
Justification du choix de l'attributaire: offre la plus avantageuse
Date d'achévement des travaux de la commission (ou du jury): 25/01/2024
Fait a Agadir, le 25/01/2024
[vou Le maitre d’ ouxpageet-pa Hdaégation
o/ | ye
E/~ Px *2\
(Rac ):
Abdellah SAHRAOU.”
\ >
~~ * ea rnons
Z
AO 134/2023 : Extrait du PV
"
AOO ...,Fournitures,26/01/2024,133/2023,Objet : Normalisation des stations de traitement et de refoulement des eaux usées : Fourniture des équipements hydromécanique et électriques,Acheteur public : REGIE AUTONOME MULTI - SERVICES D'AGADIR,Wilaya d'Agadir Ida Outanane,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771439&orgAcronyme=g3h,"RAMSA-EN-PS11-13
Royaume du Maroc
Régie Autonome Multi-Services d’Agadir
Extrait du procés-verbal de la séance de l’Appel d’offres
n°133/2023
Objet: Normalisation des stations de traitement et de refoulement des eaux usées : Fourniture
des équipements hydromécanique et électriques
Maitre d'ouvrage: Régie Autonome Multi-Services d’ Agadir
Date d'ouverture des plis: 27/12/2023
Lieu d'ouverture des plis: Siége de la RAMSA
Journal ou journaux ayant publié l'avis de publicité : Le Matin Du Sahara, Alitihad Alichtiraki,
du 05/12/2023
Date de publication au portail des marchés publics: 05/12/2023
Autres sites électroniques de publication de l'avis : le site web de la RAMSA.
Liste des concurrents ayant déposé leurs plis:
1. COTRATEC
2. ART BINAV
Liste des concurrents écartés a l'issue de l'examen des dossiers administratifs et
techniques:
— Néant.
Liste des concurrents admis sans réserve:
1. COTRATEC
2. ART BINAV
Liste des concurrents admis avec réserve:
— Néant.
Montant des actes d'engagement des concurrents:
[_ Concurrents———“(is‘~;*;*™*™C™C™C~rSCSC*C<MMonttants' les aces l'engagemeenntt |
ART BINAV 2 953 200,00
COTRATEC 3 133 200,00
Liste des concurrents écartés:
— Néant.
Concurrent retenu :
(Concurrent ——“‘ ‘SS CL )h©~hMontantdeacted’engagement |
ART BINAV 2 953 200,00
Justification du choix de l'attributaire: offre la plus avantageuse.
Date d'achévement des travaux de la commission (ou du jury): 25/01/2024
Fait a Agadir, le 25/01/2024
ae
[\Pour Le maitre d’ ouyragé et pa HZuation
Hs, ~*~. - > "" + ee \
\2 ra g }
Abdellah SAHRAOUL /
ho we
"
AOO ...,Services,26/01/2024,132/2023,Objet : Contrôle et surveillance de la qualité des eaux potables et des eaux usées dans le grand AGADIR,Acheteur public : REGIE AUTONOME MULTI - SERVICES D'AGADIR,Wilaya d'Agadir Ida Outanane,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771438&orgAcronyme=g3h,"RAMSA-EN-PS1 1-13
Royaume du Maroc |
Régie Autonome Multi-Services d’Agadir |
Extrait du procés-verbal de la séance de l’Appel d’offres n°132/2023
Objet: Contrdle et surveillance de la qualité des eaux potables et des eaux usées dans le grand Agadir
Maitre d'ouvrage: Régie Autonome Multi-Services d’ Agadir
Date d'ouverture des plis: 27/12/2023
Lieu d'ouverture des plis: Siége de la RAMSA
Journal ou journaux ayant publié l'avis de publicité : Le Matin Du Sahara, Alitihad Alichtiraki, du
05/12/2023
Date de publication au portail des marchés publics: 05/12/2023
Autres sites électroniques de publication de l'avis : le site web de la RAMSA.
Liste des concurrents ayant déposé leurs plis:
1. LABOTEST
2. LABORATOIRE GAYA
3. LABORATOIRE D'ANALYSES ET CONTROLES BILOGIQUES IBN SINA
4. LABOMAG
5. AUTO ENTRPRENEUR EL MALAH MOHA
Liste des concurrents écartés a l'issue de l'examen des dossiers administratifs et techniques:
1. AUTO ENTRPRENEUR EL MALAH MOHA
2. LABOMAG
Liste des concurrents admis sans réserve:
- Néant
Liste des concurrents admis avec réserve:
1. LABOTEST
2. LABORATOIRE GAYA
3. LABORATOIRE D'ANALYSES ET CONTROLES BILOGIQUES IBN SINA
Liste des concurrents évincés a l’issu de l’examen des offres techniques :
- Néant
Montant des actes d'engagement des concurrents:
LABOTEST 1 450 320,00
LABORATOIRE D'ANALYSES ET 1 439 760.00
CONTROLES BILOGIQUES IBN SINA ?
LABORATOIRE GAYA 1 550 040,00
Liste des concurrents écartés:
- Néant
Concurrent retenu :
Montant de l’acte d'engagement
LABOTEST 1 450 320,00
Justification du choix de I'attributaire: offre la plus avantageuse
Date d'achévement des travaux de la commission (ou du jury): 25/01/2024.
Fait a Agadir, le 25/01/2024
aa
Ps Le maitre d’ouvrage’et par délegati
197 ~ fay. ‘2
nS a’ aS
[\ m “ e /#
Abdellah SAHRAOUI f
My, <y
"
AOO ...,Travaux,26/01/2024,131/2023,Objet : Travaux de renouvellement du réseau de distribution d’eau potable - Zone d’intervention de la politique de la ville d'Inezgane,Acheteur public : REGIE AUTONOME MULTI - SERVICES D'AGADIR,INEZGANE-AIT MELLOUL,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771437&orgAcronyme=g3h,"RAMSA-EN-PS|1 1-13
Royaume du Maroc
Régie Autonome Multi-Services d’Agadir
Extrait du procés-verbal de la séance de l’Appel d’offres
n°131/2023
Objet: Travaux de renouvellement du réseau de distribution d’eau potable - Zone d’intervention de la |
politique de la ville d'Inezgane
Maitre d'ouvrage: Régie Autonome Multi-Services d’ Agadir
Date d'ouverture des plis: 27/12/2023
Lieu d'ouverture des plis: Siege de la RAMSA
Journal ou journaux ayant publié l'avis de publicité : Le Matin Du Sahara, Alitihad Alichtiraki, du
05/12/2023
Date de publication au portail des marchés publics: 05/12/2023
Autres sites électroniques de publication de I'avis : le site web de la RAMSA.
Liste des concurrents ayant déposé leurs plis:
1. AMRAD
2. AUTO ENTRPRENEUR EL MALAH MOHA
3. CANAL'O
4. ARGUE ENTREPRISE
5. ENIRAP
6. MAROC D'EAU
7. OMITI
Liste des concurrents écartés 4 I'issue de l'examen des dossiers administratifs et techniques:
1. AUTO ENTRPRENEUR EL MALAH MOHA
2. CANAL'O
3. OMITI
Liste des concurrents admis sans réserve:
1. AMRAD
2. ARGUE ENTREPRISE
3. ENIRAP
4. MAROC D'EAU
Liste des concurrents admis avec réserve:
— Néant.
Montant des actes d'engagement des concurrents:
Liste des concurrents écartés:
— Néant.
Concurrent retenu :
Justification du choix de I'attributaire: offre la plus avantageuse
Date d'achévement des travaux de la commission (ou du jury): 25/01/2024
Fait a Agadir, le 25/01/2024
«ay mall eg
our Le maitre Powe arn é —
¢ wre” |e
Noy /F)
Abdellah SAHRAOUI /
®oiz jaonat®
"
AOO ...,Fournitures,26/01/2024,30/2018/SDRACAM,"Objet : L’ACQUISITION ,L’INSTALLATION ET LA MISE EN SERVICE D’UN SYSTEME DE VIDEOSURVEILLANCE DANS LES BÂTIMENTS RELEVANT DE LA CIRCONSCRIPTION JUDICIAIRE DE MARRAKECH ; EN LOT UNIQUE. (RÉGION: MARRAKECH –SAFI). ...",Acheteur public : Sous Direction Régionale auprès de la Cour d'Appel Marrakech,"MARRAKECH
CHICHAOUA
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771436&orgAcronyme=t5y,"tm COE areas
ROYAUME DU MAROC LAOS nalé,
MINISTERE DE LA JUSTICE f | Ns
SOUS - DIRECTION REGIONALE DE MARRAKECH Cea
our digs
RAPPORT D’ACHEVEMENT
1. Marché n°: 2/2019
2. Objet du marché : lacquisition, l’installation et la mise en service d’un systéme de vidéosurveillance
dans les batiments relevant de la circonscription judiciaire de Marrakech; en lot unique. (Région :
Marrakech-Safi).
3. Les parties contractantes :
3.1- Maitre d’ouvrage : Ministére de la Justice représenté par Mr Moulay Said ECHARAFI: Sous
Directeur Régional auprés de la Cour d’Appel de Marrakech.
3.2- Maitrise d’ceuvre :
NEANT
3-3- Fournisseur: TELEM sari au
4. Délais:
- Délais prévus d’exécution: 7 (sept) mois
- Délai réel d’exécution «ccc 246 jours
-  Délai global de rupture des travaux: NEANT
5. Ordres de service:
a <  _
6. Lanature des prestations sous-traitées et l'identité des sous-traitants, le cas échéant
Néant.
7. le (ou les) lieu (x) de réalisation: les batiments relevant de la circonscription judiciaire de
Marrakech.
1
8. Caractére des prix : Prix fermes. | e oN 2)
9. le bilan physique et financier : ! : Bets _
lan finan \fOriginale
- Bilan financier: Ben MOS
a- Bilan avant exécution : 7
* Montant de l'estimation : ............... 2 671 824.00 DHS
* Montant du marché :
Montant Hors TVA: ......secssececeeeee 2183 376.00 dhs
Montant TVA (20%): .......seeseeee0 436 675.20 dhs
Montant du marché TTC: ...........0-. 2 620 051.20 dhs
Montant de la SAV (IM 1%) : .............. 26 200.51 dhs
Montant de l’engagement: ............... 2646 251.71 dhs
b- Bilan de Il’exécution :
- montant du décompte définitif des travaux hors avenants et hors engagement
complémentaire : 2 520 014.40 Dhs
- montant de l’engagement complémentaire : 0.00 Dhs
- montant des avenants : 0.00 Dhs
- montant des Avances : 0.00 Dhs
- montant Pénalités pour retard : 94 321.84 Dhs
- montant des Intéréts moratoires : 0.00 Dhs
- montant du décompte définitif des travaux approuvé : 2520 014.40 Dhs
.2- Bilan physique:
a) Variations dans la masse des travaux :
- Diminution de 100 036.80 Dhs.
- NEANT
c) Autre (les vices de construction —les forces majeures - etc) :
Néant.
d) Dossier de fin de projet : (fiches techniques, factures, bons de livraison — etc ...)
fiches techniques, factures, attachements, PV de réception.
Maitre d’ouvrage
‘ |
uf” Directeur Régioria ‘ 6 yha\ wh
| J Moulay Said EL A ASI
2
"
AOO ...,Services,26/01/2024,02/2023/SB,"Objet : la réalisation des prestations de nettoyage des locaux administratifs et techniques, et entretien des espaces verts relevant de la société BIOPHARMA, lot unique.","Acheteur public : SOCIETE DE PRODUCTIONS BIOLOGIQUES, PHARMACEUTIQUES ET VETERINAIRES (BIOPHARMA)",RABAT,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771435&orgAcronyme=q1s,"Le 12 ous
biopharma
ROYAUME DU MAROC
Société de Productions Biologiques et Pharmaceutiques SA
Extrait du Procés-Verbal del ‘appel d’offres
N° 02-2023-SB
Objet: La réalisation des prestations de nettoyage, d’entretien des locaux et
des espaces verts du site de la société BIOPHARMA -lot unique-.
-Maitre d’ouvrage: Société BIOPHARMA
~Date d’ouverture des plis: 16/01/2024 a 10h
-Lieu d’ouverture des plis: Salle de réunion de la société BIOPHARMA
-Journaux ayant publié Vavis de publicité:
- Le journal « AL ALAM»): N°25679 du 25/12/2023
- Le journal « L’OPINION»: N°20083 du 25/12/2023
-Sites électroniques de publication de l’avis:
Le portail des marchés publics : 25/12/2023
-Liste des concurrents ayant déposé un pli:
- SAMPI NEGOCE
- OPEROSA
- TARIK NOUARA
- KANBAN NET
- WBA INVEST
-Liste des concurrents évincés 4 l’issue de examen des dossiers administratifs, techniques
eo aaa ta issue de ib examen Ges dossiers administratifs, techniques
et additif:
- OPEROSA
- TARIK NOUARA
- KANBAN NET
- WBA INVEST
-Liste des concurrents admissibles sans réserve :
- NEANT
-Liste des concurrents admissibles avec réserve:
- NEANT
-Liste des concurrents écartés:
- SAMPINEGOCE
- OPEROSA
- TARIK NOUARA
- KANBAN NET
- WBA INVEST
-Concurrent retenu:
- NEANT (appel d’offres infructueux)
-Date d’achévement des travaux de la commission: 22-01-2024.
Fait a, Rabat le : 22-01-2024
PRESIDENT::'
f° : S wa route _— ‘e -S
bSS i ecumaadl, A,
ean Cee
"
AOO ...,Travaux,26/01/2024,25/2019/SDRACAM,Objet : TRAVAUX D’INSTALLATION ET DE MISE EN SERVICE DES CLIMATISEURS POUR LE COMPTE DES TRIBUNAUX DE LA CIRCONSCRIPTION JUDICIAIRE DE MARRAKECH; EN LOT UNIQUE. (RÉGION: MARRAKECH –SAFI). ...,Acheteur public : Sous Direction Régionale auprès de la Cour d'Appel Marrakech,"MARRAKECH
CHICHAOUA
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771433&orgAcronyme=t5y,"Kant de 5. hs
i
: [= / = a \ +
-Griginala:
Griginalg
ROYAUME DU MAROC NG — ay
ih
MINISTERE DE LA JUSTICE
SOUS - DIRECTION REGIONALE DE MARRAKECH
3
RAPPORT D’ACHEVEMENT
1. Marché n°: 23/2019
2. Objet du marché : Travaux d’installation et de mise en service des climatiseurs pour le
compte des tribunaux de la circonscription judiciaire de Marrakech ; En Lot Unique. REGION :
MARRAKECH-SAFI.
3. Les parties contractantes :
3.1- Maitre d’ouvrage : Ministére de la Justice représenté par Mr Moulay Said ECHARAFI: Sous
Directeur Régional auprés de la Cour d’Appel de Marrakech.
3.2- Maitrise d’ceuvre :
NEANT
3-3- Entrepreneur: C.F.D.C.P
4. Délais:
- Délais prévus d’exécution: 3 (Trois) mois
- Délairéeld’exécution: 91 jours
-  Délai global de rupture des travaux: 91 jours
5. Ordres de service:
go.
onan
| 27/03/2020
sor
Réception définitive 31/07/2023 |
6. La nature des prestations sous-traitées et l'identité des sous-traitants, le cas échéant
Néant.
7. le (ou les) lieu (x) de réalisation : Les batiments relevant de la C.J de Marrakech. |
1
8. Caractére des prix : Prix révisables. . COTE
9. le bilan physique et financier : leangle
J- Bilan financier: ae e
a- Bilan avant exécution : Nga & gy
* Montant de l'estimation : ............... 1298 400.00 DHS
* Montant du marché :
Montant Hors TVA: ...ccccccccccsseeeee 1 133 000.00 DHS
Montant TVA (20 %) : ...sssccessseeeee 226 600.00 DHS
Montant du marché TTC: ................ 1359 600.00 DHS
Montant de la SAV (IM 1%) : ..........0. 13 596.00 DHS
Montant de la SAV (RP 5%) : uu... 67 980.00 DHS
Montant de l’engagement: ............. 1441 176.00 DHS
b- Bilan de l’exécution :
- montant du décompte deéfinitif des travaux hors avenants et hors engagement
complémentaire : 1 360 749.60 Dhs
- montant de l’engagement complémentaire : 0.00 Dhs
- montant des avenants : 0.00 Dhs
- montant des Avances : 0.00 Dhs
- montant Pénalités pour retard : 1 359.60 Dhs
- montant des Intéréts moratoires : 0.00 Dhs
- montant du décompte définitif des travaux approuvé: 1360 749.60 Dhs
.2- Bilan physique:
a) Variations dans la masse des travaux :
- NEANT.
b) Variation dans les diverses natures d'ouvrages :
- NEANT
c) Autre (les vices de construction —les forces majeures- etc) :
Néant.
d) Dossier de fin de projet : (fiches techniques, factures, bons de livraison — etc ...)
Fiches techniques, factures, attachements, PV de réception, plans de recollement.
Maitre d’ouvrage
\
SS a Sous Directeur Régional Q wh
Yai Moulay Said EL AASSIFI
2
"
AOO ...,Travaux,26/01/2024,03/PA/BP/2023,Objet : Travaux d’achèvement de creusement et équipement des forages avec réservoir au Douar TIZI NAFTAH -Commune Zaouiat Sidi Abdelkader- (Province d’Al-Hoceima),Acheteur public : Province de AL HOCEIMA,AL HOCEIMA,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771432&orgAcronyme=d0q,"ROYAUME DU MAROC
MINISTERE DE L’INTERIEUR
REGION TANGER-TETOUANE- ALHOCEIMA
CONSEIL PROVINCIAL D’Al HOCEIMA
DBM
EXTRAIT DU PROCES VERBAL DE L’APPEL D’OFFRES
Appel d’offres ouvert : N° 03/PA/BP/2023
Objet : Travaux d’achévement de creusement et équipement des forages avec réservoir au Douar
TIZI NAFTAH -Commune Zaouiat Sidi Abdelkader- (Province d’Al-Hoceima)
- Maitre d’ouvrage : Président du Conseil Provincial D’AL HOCEIMA
- Date d’ouverture des plis : 28/04/2023 a 10 heures
® www.marchespublics.gov.ma 03/04/2023
e Le journal « Le Matin » 04/04/2023 n° 17708
eLe journal « ASSAHRA AL MAGHRIBIA » 04/04/2023 n°? 11483
- Liste des concurrents ayant déposée un pli:
1-EL KHAMLICHI EL HOSSAIN Entrepreneur des Travaux Divers
- Liste des concurrents ayant déposé les offres par voie électroniques :
1-Société SETRAV TRAVAUX s.a.r.I
- Liste des concurrents évincés a l’issue de l’examen des dossiers administratifs et techniques :
-  NEANT
- Liste des concurrents admissibles sans réserves :
1. EL KHAMLICHI EL HOSSAIN Entrepreneur des Travaux Divers
2. Société SETRAV TRAVAUX s.a.r.|
- Montant des offres financiéres des concurrents aprés vérifications :
Montant des actes Montant des actes
Concurrents d’engagements avant rectification dhs d’engagements rectifiés dhs
1. EL KHAMLICHI EL HOSSAIN 300.762,00 300.762,00
Entrepreneur des Travaux Divers
2. Société SETRAV TRAVAUX s.a.r.! 299.764,80 299.764,80
- les concurrents évincés aprés vérifications des offres financiéres : NEANT
-Le concurrent retenu :
- [Société SETRAV TRAVAUX s.a.r.I]
-Justification du choix de l’attributaire :
Le marché est attribué au concurrent dont l’offre financiére est la moins disante
répondant aux conditions requises conformément a l’article 40 du décret des marchés
publics.
> Date d'achevement des travaux de la commission : le 16/06/2023
epee wis |. PRESIDENT DU
Ps ese \ CONSE! NCIAL
& by Foviee*/ ‘ i .
ie Sighe :ismail RAISS
"
AOO ...,Services,26/01/2024,AO088/2023ANCFCC/DCH,"Objet : l’organisation d’une session de formation dans le domaine de la cartographie : Construction des bases de données géographiques, en lot unique.","Acheteur public : AGENCE NATIONALE DE LA CONSERVATION FONCIERE, DU CADASTRE ET DE LA CARTOGRAPHIE",RABAT,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771443&orgAcronyme=q1s,"ROYAUME DU MAROC
eee
AGENCE NATIONALE DE LA CONSERVATION FONCIERE, DU CADASTRE ET DE LA CARTOGRAPHIE
ees
DIRECTION DE LA LOGISTIQUE ET DES AFFAIRES GENERALES
++
DEPARTEMENT ACHATS
EXTRAIT DU PROCES VERBAL
AO 088/2023 /2023/ANCFCC/DCH
Fait a Rabat le: 26/01/2024
« Objet Organisation d'une session de formation dans le domaine deta cartographie :
Construction des bases de données géographiques, en lot unique
+ Maitre d'ouvrage ANCFCC/ DCH +Date d'ouverture 06/12/2023 4 13:00
+ 'Publication
JOURNAUX/PORTAIL NUMERO/DATE D'INSERTION
Le Portail Marocain des Marchés Publics-www.marchespublics.gov.ma en date du 03/11/2023
LE MATIN (Avis report) 17868 en date du 24-25-26/11/2023
(Avis report) « 4,ra)l elo! » 11674 en date du 25-26/11/2023
Le Portail Marccain des Marchés Publics-www.marchespublics.gov.ma en date du 25/11/2023
+ Lieu d'ouverture des plis: Direction de la Logistique et des Affaires Générales - DLAG
4. Liste de(s) concurrent(s) ayant déposé le(s) pli(s):
- GEOFLY
- ORDICIEL
- UNIVERSITE INTERNATIONALE DE RABAT
- WEBJET CONSEIL
* Liste de(s) concurrent(s) admissible(s) aprés examen de(s) dossiers administratif(s), technique(s) et CPS :
“> Sans réserve
- ORDICIEL
- UNIVERSITE INTERNATIONALE DE RABAT
- WEBJET CONSEIL
+ Liste de(s) concurrent(s) écarté(s) aprés examen de(s) dossiers administratit(s), technique(s) et CPS :
- GEOFLY /
Page 1
AO 0088/2023 /2023/ANCFCC/DCH
Fait a Rabat le: 26/01/2024
+ Liste de(s) concurrent(s) écarté(s) a l'issue de l'examen de(s) offre(s) technique(s):

- ORDICIEL

- UNIVERSITE INTERNATIONALE DE RABAT

- WEBJET CONSEIL

Resultat :
+ ~ Soumissionnaire(s) retenu(s): | NEANT
Infructueux pour la non-conformité des offres techniques.
* Date d'achévement des travaux de la commission : 25/01/2023 :
Signé : Président de la comspission
/
/
ff
Ms
te Directoy, /
et des 1a Logi
Affaites ~/-°9'Stique
You
Ssef Ey
Page 2
"
AOO ...,Travaux,26/01/2024,21/2019/SDRACAM,"Objet : TRAVAUX D'AMENAGEMENT D'UN BATIMENT ANNEXE DE LA COUR D'APPEL DE MARRAKECH, EN LOT UNIQUE, (REGION DE MARRAKECH-SAFI).",Acheteur public : Sous Direction Régionale auprès de la Cour d'Appel Marrakech,MARRAKECH,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=771431&orgAcronyme=t5y,"a bele Jase
[= (si gates:
ROYAUME DU MAROC ge
MINISTERE DE LA JUSTICE NO gies”
SOUS - DIRECTION REGIONALE DE MARRAKECH a
RAPPORT D’ACHEVEMENT
1. Marché n°: 16/2019
Z, Objet du marché : TRAVAUX D’AMENAGEMENT D’UN BATIMENT ANNEXE DE LA COUR D’APPEL DE
MARRAKECH ; en lot unique (REGION DE MARRAKECH-SAFI).
3. Les parties contractantes :
3.1- Maitre d’ouvrage: Ministére de la Justice représenté par Mr Moulay Said ECHARAFI: Sous
Directeur Régional auprés de la Cour d’Appel de Marrakech.
3.2- Maitrise d’ceuvre :
BET : BUREAU D’INGENIEURS SPECIALISES JIDAR
3-3- Entrepreneur: SOHAL TRAVAUX
4. Délais:
- Délais prévus d’exécution: 2 (deux) mois
- Délai réel d’exécution: 62 jours
-  Délai global de rupture des travaux: 295 jours
5. Ordres de service:
EET ove
| __ sero
6. Lanature des prestations sous-traitées et l'identité des sous-traitants, le cas échéant
Néant.
7. le (ou les) lieu (x) de réalisation : LE BATIMENT ANNEXE DE LA COUR D’APPEL DE MARRAKECH.
8. Caractére des prix : Prix révisables.
l
9. le bilan physique et financier :
1- Bilan financier:
a- Bilan avant exécution :
* Montant de l'estimation : .................. 1.369.154,40 DHS
* Montant du marché : wwe |
Montant Hors TVA: ......ssseeeeeeeeeee 1 005 734.00 dhs aexae
Montant TVA (20 %) : ........sseseeee. 201 146.80 dhs ‘One 3)
Montant du marché TTC: .............0... 1206 880.80 dhs hi, OS
Montant de la SAV (IM 0.5%) : uu... 12.068.80 dhs .
Montant de la SAV (RP 5%) : .......... 60 344,04 dhs
Montant de l’engagement : ................ 1279 293.64 dhs
b- Bilan de l’exécution :
- montant du décompte définitif des travaux hors avenants et hors engagement
complémentaire : 1 212 899. 88 Dhs
- montant de l’engagement complémentaire : 0.00 Dhs
- montant des avenants : 0.00 Dhs |
- montant des Avances : 0.00 Dhs
- montant Pénalités pour retard : 2 413.76 Dhs
- montant des Intéréts moratoires : 0.00 Dhs |
- montant du décompte définitif des travaux approuvé: 1 212 899. 88 Dhs
.2- Bilan physique:
a) Variations dans la masse des travaux : |
- _Diminution ; 141.10 DHS.
- NEANT
c) Autre (les vices de construction —les forces majeures- etc) :
Néant.
d) Dossier de fin de projet : (fiches techniques, factures, bons de livraison — etc me
Fiches techniques, factures, attachements, PV de réception, plans de recollement.
Maitre d’ouvrage
| SS AY Sous Directeut Régional ‘ § Hee ® ‘
RMT
\ | H) J» | .
MAS Moulay Said EL AASSIFE
2
"
